Table,Field,Code,QC Name,QC Description,Message,Expression,Type of QC,Severity Level,Creation Mode,Status,Valid
Monitoring,chemicalMatrix,V433,V433,chemicalMatrix contains duplicate values,chemicalMatrix contains duplicate values [V433],"WITH
IndividualLanguage as (
    select  record_id,
            TRIM(FLATTEN(REGEXP_SPLIT(""chemicalmatrix"", chr(59), 'ALL', 999))) as oneLanguage
    from   dataset_44489.""monitoring""
),

Duplicates as (
    select  IL.record_id,
            IL.oneLanguage,
            count(*) as quantity
    from    IndividualLanguage IL
    group by IL.record_id, IL.oneLanguage
    having  count(*) > 1
)

select  M.record_id,
        M.""chemicalmatrix""
from    dataset_44489.""monitoring"" M
where   M.record_id in (
            select  D.record_id
            from    Duplicates D
            )
",FIELD,BLOCKER,FALSE,TRUE,TRUE
Monitoring,chemicalPurpose,V434,V434,chemicalPurpose contains duplicate values,chemicalPurpose contains duplicate values [V434],"WITH
IndividualLanguage as (
    select  record_id,
            TRIM(FLATTEN(REGEXP_SPLIT(""chemicalpurpose"", chr(59), 'ALL', 999))) as oneLanguage
    from   dataset_44489.""monitoring""
),

Duplicates as (
    select  IL.record_id,
            IL.oneLanguage,
            count(*) as quantity
    from    IndividualLanguage IL
    group by IL.record_id, IL.oneLanguage
    having  count(*) > 1
)

select  M.record_id,
        M.""chemicalpurpose""
from    dataset_44489.""monitoring"" M
where   M.record_id in (
            select  D.record_id
            from    Duplicates D
            )
",FIELD,BLOCKER,FALSE,TRUE,TRUE
MonitoringProgrammes,euRBDCode,RF401_WISE5,RF401_WISE5,The euRBDCode must match a RiverBasinDistrict in the reference where wiseevolutiontype != 'deletion' ,The euRBDCode must match a RiverBasinDistrict in the reference where wiseevolutiontype != 'deletion' [RF401_WISE5],"select
    record_id,
    MP.""eurbdcode""
from
    dataset_44489.""monitoringprogrammes"" MP
where
    NOT EXISTS (
        select
            1
        from
            dataset_37016.""riverbasindistrictwise5"" rbd
        where
            MP.""eurbdcode"" = rbd.""thematicididentifier""
            and rbd.""wiseevolutiontype"" <> 'deletion'
    )
    and exists (
        select
            0
        from
            dataset_37016.""country"" C
        where
            countryCode = '{%R3_COUNTRY_CODE%}'
            and reportingType = 'WISE5'
    )",FIELD,BLOCKER,FALSE,TRUE,TRUE
MonitoringPurpose,euMonitoringSiteCode,XC410_WISE5,XC410_WISE5,euMonitoringSiteCode must exist in the Spatial dataset if includesSpatialData = 'yes' with wisevolutiontype != 'deletion' and includesMonitoringData = 'yes' ,euMonitoringSiteCode must exist in the Spatial dataset if includesSpatialData = 'yes' with wisevolutiontype != 'deletion' and includesMonitoringData = 'yes' [XC410_WISE5],"SELECT
    MP.record_id,
    MP.""eumonitoringsitecode"",
    MP.""monitoringpurpose""
FROM dataset_44489.""monitoringpurpose"" MP
LEFT JOIN dataset_37015.""monitoringsite"" MS
    ON MS.""thematicididentifier"" = MP.""eumonitoringsitecode""
    AND MS.""wiseevolutiontype"" <> 'deletion'
JOIN dataset_37016.""relatedzonewise5"" RZ
    ON RZ.""thematicididentifier"" = MS.""featureofinterestidentifier""
WHERE EXISTS (
        SELECT 1
        FROM dataset_37014.""dcmetadata"" DC
        WHERE DC.""includesspatialdata"" = 'yes'
            AND DC.""includesmonitoringdata"" = 'yes'
          AND DC.""eurbdcode"" = RZ.""relatedzoneidentifier""
    )
    AND MS.""thematicididentifier"" IS NULL
    AND EXISTS (
        SELECT 0
        FROM dataset_37016.""country"" C
        WHERE countryCode = '{%R3_COUNTRY_CODE%}'
            AND reportingType = 'WISE5'
    )",RECORD,BLOCKER,FALSE,TRUE,TRUE
MonitoringPurpose,euMonitoringSiteCode,RF409_WISE5,RF409_WISE5,euMonitoringSiteCode must exist in the Spatial Reference if includesSpatialData = 'no' with wisevolutiontype != 'deletion',euMonitoringSiteCode must exist in the Spatial Reference if includesSpatialData = 'no' with wisevolutiontype != 'deletion' [RF409_WISE5],"SELECT
    MP.record_id,
    MP.""eumonitoringsitecode"",
    MP.""monitoringpurpose""
FROM dataset_44489.""monitoringpurpose"" MP
LEFT JOIN dataset_37016.""monitoringsitewise5"" MS
    ON MS.""thematicididentifier"" = MP.""eumonitoringsitecode""
    AND MS.""wiseevolutiontype"" <> 'deletion'
JOIN dataset_37016.""relatedzonewise5"" RZ
    ON RZ.""thematicididentifier"" = MS.""relatedzoneidentifier""
WHERE EXISTS (
        SELECT 1
        FROM dataset_37014.""dcmetadata"" DC
        WHERE DC.""includesmonitoringdata"" = 'yes'
            AND DC.""includesspatialdata"" = 'no'
            AND DC.""eurbdcode"" = RZ.""relatedzoneidentifier""
    )
    AND MS.""thematicididentifier"" IS NULL
    AND EXISTS (
        SELECT 0
        FROM dataset_37016.""country"" C
        WHERE C.""countryCode"" = '{%R3_COUNTRY_CODE%}'
            AND C.""reportingType"" = 'WISE5'
    )",RECORD,BLOCKER,FALSE,TRUE,TRUE
MonitoringProgrammes,gwChemicalMonitoringReference,RF402_WISE5,RF402_WISE5,gwChemicalMonitoringReference Must be reported for every RBD with designated groundwater bodies. ,gwChemicalMonitoringReference Must be reported for every RBD with designated groundwater bodies. [RF402_WISE5],"WITH
-- =========================================================
-- 1. Country check computed ONCE.
-- =========================================================
country_check AS (
    SELECT 1 AS is_wfd
    FROM dataset_37016.""country"" C
    WHERE C.countryCode   = '{%R3_COUNTRY_CODE%}'
      AND C.reportingType = 'WISE5'
),
-- =========================================================
-- 2. Identify RBDs that have at least one valid GWB.
--    Positive matching: safer and more efficient than
--    the original NOT IN (RBDs without GWBs) approach.
-- =========================================================
rbds_with_gwb AS (
    SELECT DISTINCT r.thematicIdIdentifier AS euRBDCode
    FROM dataset_37016.""riverbasindistrictwise5"" r
    INNER JOIN dataset_37016.""relatedzonewise5"" m
        ON  r.thematicIdIdentifier       = m.relatedZoneIdentifier
        AND m.thematicIdIdentifierScheme = 'eionetGroundWaterBodyCode'
        AND m.statusCode                 IN ('valid', 'stable')
    WHERE r.statusCode   IN ('valid', 'stable')
      AND r.countrycode  = '{%R3_COUNTRY_CODE%}'
)
-- =========================================================
-- RESULT: RBDs that have GWBs but are missing
-- gwChemicalMonitoringReference. [RF402_WFD]
-- =========================================================
SELECT
    MP.record_id,
    MP.""eurbdcode""
FROM dataset_44489.""monitoringprogrammes"" MP
INNER JOIN rbds_with_gwb r
        ON MP.""eurbdcode"" = r.euRBDCode
CROSS JOIN country_check
WHERE (
        MP.""gwChemicalMonitoringReference"" IS NULL
        OR COALESCE(MP.""gwChemicalMonitoringReference"", '') = ''
      )",FIELD,BLOCKER,FALSE,TRUE,TRUE
MonitoringProgrammes,gwQuantitativeMonitoringReference,RF403_WISE5,RF403_WISE5,gwQuantitativeMonitoringReference Must be reported for every RBD with designated groundwater bodies. ,gwQuantitativeMonitoringReference Must be reported for every RBD with designated groundwater bodies. [RF403_WISE5],"WITH
-- =========================================================
-- 1. Country check computed ONCE.
-- =========================================================
country_check AS (
    SELECT 1 AS is_wfd
    FROM dataset_37016.""country"" C
    WHERE C.countryCode   = '{%R3_COUNTRY_CODE%}'
      AND C.reportingType = 'WISE5'
),
-- =========================================================
-- 2. Identify RBDs that have at least one valid GWB.
--    Positive matching: safer and more efficient than
--    the original NOT IN (RBDs without GWBs) approach.
-- =========================================================
rbds_with_gwb AS (
    SELECT DISTINCT r.thematicIdIdentifier AS euRBDCode
    FROM dataset_37016.""riverbasindistrictwise5"" r
    INNER JOIN dataset_37016.""relatedzonewise5"" m
        ON  r.thematicIdIdentifier       = m.relatedZoneIdentifier
        AND m.thematicIdIdentifierScheme = 'eionetGroundWaterBodyCode'
        AND m.statusCode                 IN ('valid', 'stable')
    WHERE r.statusCode   IN ('valid', 'stable')
      AND r.countrycode  = '{%R3_COUNTRY_CODE%}'
)
-- =========================================================
-- RESULT: RBDs that have GWBs but are missing
-- gwQuantitativeMonitoringReference. [RF403_WFD]
-- =========================================================
SELECT
    MP.record_id,
    MP.""eurbdcode""
FROM dataset_44489.""monitoringprogrammes"" MP
INNER JOIN rbds_with_gwb r
        ON MP.""eurbdcode"" = r.euRBDCode
CROSS JOIN country_check
WHERE (
        MP.""gwQuantitativeMonitoringReference"" IS NULL
        OR COALESCE(MP.""gwQuantitativeMonitoringReference"", '') = ''
      )",FIELD,BLOCKER,FALSE,TRUE,TRUE
MonitoringProgrammes,swChemicalMonitoringReference,RF404_WISE5,RF404_WISE5,swChemicalMonitoringReference Must be reported for every RBD with designated surface water bodies.,swChemicalMonitoringReference Must be reported for every RBD with designated surface water bodies. [RF404_WISE5],"WITH
-- =========================================================
-- 1. Country check computed ONCE.
-- =========================================================
country_check AS (
    SELECT 1 AS is_wfd
    FROM dataset_37016.""country"" C
    WHERE C.countryCode   = '{%R3_COUNTRY_CODE%}'
      AND C.reportingType = 'WISE5'
),
-- =========================================================
-- 2. Identify RBDs that have at least one valid surface water
--    body that is NOT a territorial water.
-- =========================================================
rbds_with_swb AS (
    SELECT DISTINCT r.thematicIdIdentifier AS euRBDCode
    FROM dataset_37016.""riverbasindistrictwise5"" r
    INNER JOIN dataset_37016.""relatedzonewise5"" m
        ON  r.thematicIdIdentifier       = m.relatedZoneIdentifier
        AND m.thematicIdIdentifierScheme = 'euSurfaceWaterBodyCode'
        AND m.statusCode                 IN ('valid', 'stable')
     
    WHERE r.statusCode   IN ('valid', 'stable')
      AND r.countrycode  = '{%R3_COUNTRY_CODE%}'
)
-- =========================================================
-- RESULT: RBDs that have designated surface water bodies
-- (excluding territorial waters) but are missing
-- swChemicalMonitoringReference.
-- =========================================================
SELECT
    MP.record_id,
    MP.""eurbdcode""
FROM dataset_44489.""monitoringprogrammes"" MP
INNER JOIN rbds_with_swb r
        ON MP.""eurbdcode"" = r.euRBDCode
CROSS JOIN country_check
WHERE (
        MP.""swChemicalMonitoringReference"" IS NULL
        OR COALESCE(MP.""swChemicalMonitoringReference"", '') = ''
      )",FIELD,BLOCKER,FALSE,TRUE,TRUE
MonitoringProgrammes,swEcologicalMonitoringReference,RF405_WISE5,RF405_WISE5,swEcologicalMonitoringReference Must be reported for every RBD with designated surface water bodies that are not territorial waters.,swEcologicalMonitoringReference Must be reported for every RBD with designated surface water bodies that are not territorial waters. [RF405_WISE5],"WITH
-- =========================================================
-- 1. Country check computed ONCE.
-- =========================================================
country_check AS (
    SELECT 1 AS is_wfd
    FROM dataset_37016.""country"" C
    WHERE C.countryCode   = '{%R3_COUNTRY_CODE%}'
      AND C.reportingType = 'WISE5'
),
-- =========================================================
-- 2. Identify RBDs that have at least one valid surface water
--    body that is NOT a territorial water.
-- =========================================================
rbds_with_swb AS (
    SELECT DISTINCT r.thematicIdIdentifier AS euRBDCode
    FROM dataset_37016.""riverbasindistrictwise5"" r
    INNER JOIN dataset_37016.""relatedzonewise5"" m
        ON  r.thematicIdIdentifier       = m.relatedZoneIdentifier
        AND m.thematicIdIdentifierScheme = 'euSurfaceWaterBodyCode'
        AND m.statusCode                 IN ('valid', 'stable')
        AND m.specialisedZoneType        <> 'territorialWaters'  -- exclude territorial waters
    WHERE r.statusCode   IN ('valid', 'stable')
      AND r.countrycode  = '{%R3_COUNTRY_CODE%}'
)
-- =========================================================
-- RESULT: RBDs that have designated surface water bodies
-- (excluding territorial waters) but are missing
-- swEcologicalMonitoringReference.
-- =========================================================
SELECT
    MP.record_id,
    MP.""eurbdcode""
FROM dataset_44489.""monitoringprogrammes"" MP
INNER JOIN rbds_with_swb r
        ON MP.""eurbdcode"" = r.euRBDCode
CROSS JOIN country_check
WHERE (
        MP.""swEcologicalMonitoringReference"" IS NULL
        OR COALESCE(MP.""swEcologicalMonitoringReference"", '') = ''
      )",FIELD,BLOCKER,FALSE,TRUE,TRUE
Monitoring,chemicalPurpose,R401_WISE5,R401_WISE5,The chemicalPurpose value must be reported if and only if chemical monitoring occurs.,The chemicalPurpose value must be reported if and only if chemical monitoring occurs. [R401_WISE5],"WITH
-- =========================================================
-- 1. Country check computed ONCE.
-- =========================================================
country_check AS (
	SELECT 1 AS is_wfd
	FROM dataset_37016.""country"" C
	WHERE C.countryCode = '{%R3_COUNTRY_CODE%}'
		AND C.reportingType = 'WISE5'
),
-- =========================================================
-- 2. Spatial flag computed ONCE from dcmetadata.
-- =========================================================
spatial_flag AS (
	SELECT MAX(CASE WHEN includesspatialdata = 'yes' THEN 1 ELSE 0 END) AS includes_spatial
	FROM dataset_37014.""dcmetadata""
),
-- =========================================================
-- 3. GWB monitoring sites via two reporting paths
--    gated by spatial_flag:
--    Path A (includes_spatial = 1): monitoringsite →
--            relatedzonewise5 (euGroundWaterBodyCode)
--    Path B (includes_spatial = 0): monitoringsitewise5 →
--            relatedzonewise5 (euGroundWaterBodyCode)
-- =========================================================
gwb_sites_spatial AS (
	SELECT DISTINCT MS.""thematicididentifier"" AS euMonitoringSiteCode
	FROM dataset_37015.""monitoringsite"" MS
	JOIN dataset_37016.""relatedzonewise5"" rz
		ON rz.thematicIdIdentifier = MS.""featureofinterestidentifier""
		AND rz.thematicIdIdentifierScheme = 'eionetGroundWaterBodyCode'
	CROSS JOIN spatial_flag sf
	WHERE rz.countrycode = '{%R3_COUNTRY_CODE%}'
		AND rz.statusCode IN ('valid', 'stable')
		AND sf.includes_spatial = 1
),
gwb_sites_ref AS (
	SELECT DISTINCT MR.thematicIdIdentifier AS euMonitoringSiteCode
	FROM dataset_37016.""monitoringsitewise5"" MR
	JOIN dataset_37016.""relatedzonewise5"" rz
		ON rz.thematicIdIdentifier = MR.relatedzoneidentifier
		AND rz.thematicIdIdentifierScheme = 'eionetGroundWaterBodyCode'
	CROSS JOIN spatial_flag sf
	WHERE MR.countrycode = '{%R3_COUNTRY_CODE%}'
		AND rz.statusCode IN ('valid', 'stable')
		AND sf.includes_spatial = 0
),
all_gwb_sites AS (
	SELECT euMonitoringSiteCode FROM gwb_sites_spatial
	UNION ALL
	SELECT euMonitoringSiteCode FROM gwb_sites_ref
),
-- =========================================================
-- 4. SWB monitoring sites via two reporting paths
--    gated by spatial_flag:
--    Path A (includes_spatial = 1): monitoringsite →
--            relatedzonewise5 (euSurfaceWaterBodyCode)
--    Path B (includes_spatial = 0): monitoringsitewise5 →
--            relatedzonewise5 (euSurfaceWaterBodyCode)
-- =========================================================
swb_sites_spatial AS (
	SELECT DISTINCT MS.""thematicididentifier"" AS euMonitoringSiteCode
	FROM dataset_37015.""monitoringsite"" MS
	JOIN dataset_37016.""relatedzonewise5"" rz
		ON rz.thematicIdIdentifier = MS.""featureofinterestidentifier""
		AND rz.thematicIdIdentifierScheme = 'eionetSurfaceWaterBodyCode'
	CROSS JOIN spatial_flag sf
	WHERE rz.countrycode = '{%R3_COUNTRY_CODE%}'
		AND rz.statusCode IN ('valid', 'stable')
		AND sf.includes_spatial = 1
),
swb_sites_ref AS (
	SELECT DISTINCT MR.thematicIdIdentifier AS euMonitoringSiteCode
	FROM dataset_37016.""monitoringsitewise5"" MR
	JOIN dataset_37016.""relatedzonewise5"" rz
		ON rz.thematicIdIdentifier = MR.relatedzoneidentifier
		AND rz.thematicIdIdentifierScheme = 'eionetSurfaceWaterBodyCode'
	CROSS JOIN spatial_flag sf
	WHERE MR.countrycode = '{%R3_COUNTRY_CODE%}'
		AND rz.statusCode IN ('valid', 'stable')
		AND sf.includes_spatial = 0
),
all_swb_sites AS (
	SELECT euMonitoringSiteCode FROM swb_sites_spatial
	UNION ALL
	SELECT euMonitoringSiteCode FROM swb_sites_ref
),
-- =========================================================
-- 5. Tag each monitoring record with its water body type.
--    GWB takes precedence if a site appears in both.
-- =========================================================
monitoring_with_bodytype AS (
	SELECT
		M.record_id,
		M.""eumonitoringsitecode"",
		M.""parametercode"",
		M.""chemicalpurpose"",
		CASE
			WHEN gwb.euMonitoringSiteCode IS NOT NULL THEN 'GWB'
			ELSE 'SWB'
		END AS bodytype
	FROM dataset_44489.""monitoring"" M
	LEFT JOIN all_gwb_sites gwb
		ON gwb.euMonitoringSiteCode = M.""eumonitoringsitecode""
	LEFT JOIN all_swb_sites swb
		ON swb.euMonitoringSiteCode = M.""eumonitoringsitecode""
	WHERE gwb.euMonitoringSiteCode IS NOT NULL
		OR swb.euMonitoringSiteCode IS NOT NULL
)
-- =========================================================
-- RESULT: chemicalPurpose reported if and only if chemical
-- monitoring occurs, per GWB/SWB body type. [R401_WFD]
-- =========================================================
SELECT
	MB.record_id,
	MB.""chemicalpurpose"",
	MB.""parametercode"",
	MB.bodytype,
	MB.""eumonitoringsitecode""
FROM monitoring_with_bodytype MB
JOIN dataset_44488.""parametercode"" PC
	ON PC.""notation"" = MB.""parametercode""
CROSS JOIN country_check
WHERE (
		COALESCE(MB.""chemicalpurpose"", '') = ''
		AND (
			(MB.bodytype = 'GWB' AND PC.""isGroundWaterPollutant"" = '1')
			OR (MB.bodytype = 'SWB' AND PC.""isSurfaceWaterPollutant"" = '1')
		)
	)
	OR (
		COALESCE(MB.""chemicalpurpose"", '') <> ''
		AND (
			(MB.bodytype = 'GWB' AND PC.""isGroundWaterPollutant"" = '0')
			OR (MB.bodytype = 'SWB' AND PC.""isSurfaceWaterPollutant"" = '0')
		)
	)",RECORD,BLOCKER,FALSE,TRUE,TRUE
Monitoring,chemicalMatrix,R400_WISE5,R400_WISE5,The chemicalMatrix value must be reported if and only if chemical monitoring occurs. ,The chemicalMatrix value must be reported if and only if chemical monitoring occurs. [R400_WISE5],"WITH
-- =========================================================
-- 1. Country check computed ONCE.
-- =========================================================
country_check AS (
	SELECT 1 AS is_wfd
	FROM dataset_37016.""country"" C
	WHERE C.countryCode = '{%R3_COUNTRY_CODE%}'
		AND C.reportingType = 'WISE5'
),
-- =========================================================
-- 2. Spatial flag computed ONCE from dcmetadata.
-- =========================================================
spatial_flag AS (
	SELECT MAX(CASE WHEN includesspatialdata = 'yes' THEN 1 ELSE 0 END) AS includes_spatial
	FROM dataset_37014.""dcmetadata""
),
-- =========================================================
-- 3. GWB monitoring sites via two reporting paths
--    gated by spatial_flag:
--    Path A (includes_spatial = 1): monitoringsite →
--            relatedzonewise5 (euGroundWaterBodyCode)
--    Path B (includes_spatial = 0): monitoringsitewise5 →
--            relatedzonewise5 (euGroundWaterBodyCode)
-- =========================================================
gwb_sites_spatial AS (
	SELECT DISTINCT MS.""thematicididentifier"" AS euMonitoringSiteCode
	FROM dataset_37015.""monitoringsite"" MS
	JOIN dataset_37016.""relatedzonewise5"" rz
		ON rz.thematicIdIdentifier = MS.""featureofinterestidentifier""
		AND rz.thematicIdIdentifierScheme = 'eionetGroundWaterBodyCode'
	CROSS JOIN spatial_flag sf
	WHERE rz.countrycode = '{%R3_COUNTRY_CODE%}'
		AND rz.statusCode IN ('valid', 'stable')
		AND sf.includes_spatial = 1
),
gwb_sites_ref AS (
	SELECT DISTINCT MR.thematicIdIdentifier AS euMonitoringSiteCode
	FROM dataset_37016.""monitoringsitewise5"" MR
	JOIN dataset_37016.""relatedzonewise5"" rz
		ON rz.thematicIdIdentifier = MR.relatedzoneidentifier
		AND rz.thematicIdIdentifierScheme = 'eionetGroundWaterBodyCode'
	CROSS JOIN spatial_flag sf
	WHERE MR.countrycode = '{%R3_COUNTRY_CODE%}'
		AND rz.statusCode IN ('valid', 'stable')
		AND sf.includes_spatial = 0
),
all_gwb_sites AS (
	SELECT euMonitoringSiteCode FROM gwb_sites_spatial
	UNION ALL
	SELECT euMonitoringSiteCode FROM gwb_sites_ref
),
-- =========================================================
-- 4. SWB monitoring sites via two reporting paths
--    gated by spatial_flag:
--    Path A (includes_spatial = 1): monitoringsite →
--            relatedzonewise5 (euSurfaceWaterBodyCode)
--    Path B (includes_spatial = 0): monitoringsitewise5 →
--            relatedzonewise5 (euSurfaceWaterBodyCode)
-- =========================================================
swb_sites_spatial AS (
	SELECT DISTINCT MS.""thematicididentifier"" AS euMonitoringSiteCode
	FROM dataset_37015.""monitoringsite"" MS
	JOIN dataset_37016.""relatedzonewise5"" rz
		ON rz.thematicIdIdentifier = MS.""featureofinterestidentifier""
		AND rz.thematicIdIdentifierScheme = 'eionetSurfaceWaterBodyCode'
	CROSS JOIN spatial_flag sf
	WHERE rz.countrycode = '{%R3_COUNTRY_CODE%}'
		AND rz.statusCode IN ('valid', 'stable')
		AND sf.includes_spatial = 1
),
swb_sites_ref AS (
	SELECT DISTINCT MR.thematicIdIdentifier AS euMonitoringSiteCode
	FROM dataset_37016.""monitoringsitewise5"" MR
	JOIN dataset_37016.""relatedzonewise5"" rz
		ON rz.thematicIdIdentifier = MR.relatedzoneidentifier
		AND rz.thematicIdIdentifierScheme = 'eionetSurfaceWaterBodyCode'
	CROSS JOIN spatial_flag sf
	WHERE MR.countrycode = '{%R3_COUNTRY_CODE%}'
		AND rz.statusCode IN ('valid', 'stable')
		AND sf.includes_spatial = 0
),
all_swb_sites AS (
	SELECT euMonitoringSiteCode FROM swb_sites_spatial
	UNION ALL
	SELECT euMonitoringSiteCode FROM swb_sites_ref
),
-- =========================================================
-- 5. Tag each monitoring record with its water body type.
--    GWB takes precedence if a site appears in both.
-- =========================================================
monitoring_with_bodytype AS (
	SELECT
		M.record_id,
		M.""eumonitoringsitecode"",
		M.""parametercode"",
		M.""chemicalmatrix"",
		CASE
			WHEN gwb.euMonitoringSiteCode IS NOT NULL THEN 'GWB'
			ELSE 'SWB'
		END AS bodytype
	FROM dataset_44489.""monitoring"" M
	LEFT JOIN all_gwb_sites gwb
		ON gwb.euMonitoringSiteCode = M.""eumonitoringsitecode""
	LEFT JOIN all_swb_sites swb
		ON swb.euMonitoringSiteCode = M.""eumonitoringsitecode""
	WHERE gwb.euMonitoringSiteCode IS NOT NULL
		OR swb.euMonitoringSiteCode IS NOT NULL
)
-- =========================================================
-- RESULT: chemicalMatrix reported if and only if chemical
-- monitoring occurs, per GWB/SWB body type. [R400_WFD]
-- =========================================================
SELECT
	MB.record_id,
	MB.""chemicalmatrix"",
	MB.""parametercode"",
	MB.bodytype,
	MB.""eumonitoringsitecode"",
	PC.""isGroundWaterPollutant"",
	PC.""isSurfaceWaterPollutant""
FROM monitoring_with_bodytype MB
JOIN dataset_44488.""parametercode"" PC
	ON PC.""notation"" = MB.""parametercode""
CROSS JOIN country_check
WHERE (
		COALESCE(MB.""chemicalmatrix"", '') = ''
		AND (
			(MB.bodytype = 'GWB' AND PC.""isGroundWaterPollutant"" = '1')
			OR (MB.bodytype = 'SWB' AND PC.""isSurfaceWaterPollutant"" = '1')
		)
	)
	OR (
		COALESCE(MB.""chemicalmatrix"", '') <> ''
		AND (
			(MB.bodytype = 'GWB' AND PC.""isGroundWaterPollutant"" = '0')
			OR (MB.bodytype = 'SWB' AND PC.""isSurfaceWaterPollutant"" = '0')
		)
	)",RECORD,BLOCKER,FALSE,TRUE,TRUE
Monitoring,parameterCode,R403_WISE5,R403_WISE5,"Seven physico-chemical parameters applicable to surface water are NOT valid in groundwater monitoring sites. List includes: EEA_3133-07-1 (Oxidisability), EEA_3133-02-6 (BOD7), EEA_3111-01-1 (Secchi depth), EEA_3161-04-4 (Particulate organic nitrogen), EEA_3164-08-7 (Nitrate to orthophosphate ratio), EEA_3164-07-6 (Total N to total P ratio), EEA_3164-01-0 (Chlorophyll a). ","Seven physico-chemical parameters applicable to surface water are NOT valid in groundwater monitoring sites. List includes: EEA_3133-07-1 (Oxidisability), EEA_3133-02-6 (BOD7), EEA_3111-01-1 (Secchi depth), EEA_3161-04-4 (Particulate organic nitrogen), EEA_3164-08-7 (Nitrate to orthophosphate ratio), EEA_3164-07-6 (Total N to total P ratio), EEA_3164-01-0 (Chlorophyll a). [R403_WISE5]","WITH
-- =========================================================
-- 1. Country check computed ONCE.
-- =========================================================
country_check AS (
	SELECT 1 AS is_wfd
	FROM dataset_37016.""country"" C
	WHERE C.countryCode = '{%R3_COUNTRY_CODE%}'
		AND C.reportingType = 'WISE5'
),
-- =========================================================
-- 2. Spatial flag computed ONCE from dcmetadata.
-- =========================================================
spatial_flag AS (
	SELECT MAX(CASE WHEN includesspatialdata = 'yes' THEN 1 ELSE 0 END) AS includes_spatial
	FROM dataset_37014.""dcmetadata""
),
-- =========================================================
-- 3. Groundwater monitoring sites via two reporting paths
--    gated by spatial_flag:
--    Path A (includes_spatial = 1): monitoringsite →
--            relatedzonewise5 (euGroundWaterBodyCode)
--    Path B (includes_spatial = 0): monitoringsitewise5 →
--            relatedzonewise5 (euGroundWaterBodyCode)
-- =========================================================
gwb_sites_spatial AS (
	SELECT DISTINCT MS.""thematicididentifier"" AS euMonitoringSiteCode
	FROM dataset_37015.""monitoringsite"" MS
	JOIN dataset_37016.""relatedzonewise5"" rz
		ON rz.""thematicididentifier"" = MS.""featureofinterestidentifier""
		AND rz.""thematicididentifierscheme"" = 'eionetGroundWaterBodyCode'
	CROSS JOIN spatial_flag sf
	WHERE sf.includes_spatial = 1
),
gwb_sites_ref AS (
	SELECT DISTINCT MR.""thematicididentifier"" AS euMonitoringSiteCode
	FROM dataset_37016.""monitoringsitewise5"" MR
	JOIN dataset_37016.""relatedzonewise5"" rz
		ON rz.""thematicididentifier"" = MR.""relatedzoneidentifier""
		AND rz.""thematicididentifierscheme"" = 'eionetGroundWaterBodyCode'
	CROSS JOIN spatial_flag sf
	WHERE sf.includes_spatial = 0
),
all_gwb_sites AS (
	SELECT euMonitoringSiteCode FROM gwb_sites_spatial
	UNION ALL
	SELECT euMonitoringSiteCode FROM gwb_sites_ref
)
-- =========================================================
-- RESULT: Monitoring records using surface-water-only
-- physico-chemical parameters at groundwater sites. [R403_WFD]
-- =========================================================
SELECT
	record_id,
	M.""parametercode"",
	M.""eumonitoringsitecode""
FROM dataset_44489.""monitoring"" M
JOIN all_gwb_sites gs
	ON gs.euMonitoringSiteCode = M.""eumonitoringsitecode""
CROSS JOIN country_check
WHERE M.""parametercode"" IN (
	'EEA_3133-07-1', -- Oxidisability
	'EEA_3133-02-6', -- BOD7
	'EEA_3111-01-1', -- Secchi depth
	'EEA_3161-04-4', -- Particulate organic nitrogen
	'EEA_3164-08-7', -- Nitrate to orthophosphate ratio
	'EEA_3164-07-6', -- Total N to total P ratio
	'EEA_3164-01-0'  -- Chlorophyll a
)
",RECORD,BLOCKER,FALSE,TRUE,TRUE
